post,tema,topic
 kult,umetnost,2
 jedna tema klasičnoj muzici okanimo predrasuda klasična muzika snobove izvještačena nerazumljiva dosadna prikladna dan žalosti bla bla bla upravo predrasude potpuno pogrešne posvetimo pažnje ovome nepravedno zapostavljenom žanru,umetnost,2
httpwwwyoutubecomwatchvwppkqkuq a rok aranzmanu httpwwwyoutubecomwatchvowajlixgw,umetnost,2
betoven sedma simfonija stav najdinamičnijih stavova svim betovenovim simfonijama httpwwwyoutubecomwatchvbxokri,umetnost,2
uvodna arija bahovih goldberg varijacija jedna zaista predivna smirujuća kompozicija klavir httpwwwyoutubecomwatchvacxxkczjwm,umetnost,2
betovenova deveta simfonija izvođenju berlinske filharmonije diriguje wilhelm furtwängler snimak relativno slab tehnologija omogućavala smatraju upravo najboljim izvođenjem devete simfonije ikad nevjerovatna energija strast ovog snimka kompletan snimak dostupan youtubeu podijeljen dijelova ukupno traje minuta zaista vrijedi pogledati kompletu najbolje izdvojiti sat deset minuta a zaista vrijedi naročito stav ostavi daha stavovi dinamični muzički zanimljivi jedino treći stav smireniji on predstavlja priliku skuliramo pred početak stava kevu izaziva zemljotrese ostale tektonske poremećaje httpwwwyoutubecomwatchvlbbcgutboynr httpwwwyoutubecomwatchvgxmquthvyfeaturerelated httpwwwyoutubecomwatchvzqomnusmfeaturerelated httpwwwyoutubecomwatchvujbispycfeaturerelated httpwwwyoutubecomwatchvfjspjrvfixsfeaturerelated httpwwwyoutubecomwatchvmjbgosrbdgfeaturerelated httpwwwyoutubecomwatchvcfvmwelgfeaturerelated httpwwwyoutubecomwatchvhdnmcafeaturerelated httpwwwyoutubecomwatchvpxaxuwbqofeaturerelated httpwwwyoutubecomwatchvgyvjbqianafeaturerelated httpwwwyoutubecomwatchvytvbxwqcfeaturerelated httpwwwyoutubecomwatchvboqfmjxgmfeaturerelated,umetnost,1
httpwwwyoutubecomwatchvwcfehmymw,umetnost,1
vivaldi godišnja doba proljeće httpwwwyoutubecomwatchviswccaxpwk,umetnost,2
 svidelo leto httpwwwyoutubecomwatchvgowluocdg,umetnost,2
 tema blasfemija video postavljen ovako potpuno pogrešan pristup klasičnoj muzici uzeto konteksta stavljeni površni delovi,umetnost,2
jtu seri ikako popularizovati klasičnu muziku nikako a tiče simfonije ja postavio kompletnu strpljenja posluša cijelosti blasfemija,umetnost,2
jtu seri prostačino,umetnost,2
žurka ,umetnost,2
ahahaahhahaha,umetnost,1
 prostačina direktan usput ja srao ti ja kulturno zamolio činiš a zašto ljubitelji klasične muzike mogli direktni tim komentarom blasfemiji doprinosiš stereotipu klasika snobove a upravo suprotno snobovi znaju uživaju hvale slušaju klasiku ispali pametni ja upravo želim popularizujem klasičnu muziku smatram uživa obzira nivo muzičkog kojeg drugog obrazovanja dobra muzika jednostavno dobra muzika doba verdija seljaci zviždukali arije opera obrađivali zemlju selo italiji imalo svoj operski ansambl,umetnost,2
ok šalu stranu izvinjavam grublji prostiji rječnik bismo trebali vratiti temi,umetnost,2
js bah brandenburški koncert prvi stav jedna najprepoznatljivijih baroknih kompozicija kamerne muzike a izvodi poveći ansambl dirigenta httpwwwyoutubecomwatchvhzqwparig nakon dolazi drugi stav traje sekundi greška snimku zaista traje sekundi httpwwwyoutubecomwatchvvuosfifcwfeaturerelated a treći stav najbrži httpwwwyoutubecomwatchvhxbmyginmfeaturerelated po mom mišljenju kompletna verzija brandenburškog koncerta odsvirana brže svejedno vrijedi poslušati,umetnost,2
dotični banovan ,umetnost,2
don gillis symphony no takozvana symphony fun veoma lakog zabavnog karaktera nazivi stavova simfonije navedu poslušate perpetual emotion spiritual scherzophrenia conclusion inače dobrim dijelom vuče džez a komponovana godine prvi drugi stav httpwwwyoutubecomwatchvlgunrmlgufeaturerelated treći četvrti stav httpwwwyoutubecomwatchvkfcttfeaturerelated,umetnost,2
 preporuka betoven velika fuga zapravo stav njegovog gudačkog kvarteta često tretira zasebno djelo mnogi kritičari betovenovi savremenici smatrali ovu fugu muzičkim hororom totalno besmislenim nerazumljivim djelom međutim vrijeme prolazilo velika fuga dobijala poštovalaca igor stravinski smatra vrhuncem muzičkog dostignuća uvijek aktuelan savremen ja prilažem snimak youtube fuge cjelini a snimak propraćen animacijom melodijske strukture fuge traje minuta pristupačna prvo slušanje budete slušali vam sviđati httpwwwyoutubecomwatchvsmplfik,umetnost,2
httpwwwyoutubecomwatchvgczptgevvufeaturerelated uživajte ,umetnost,1
 httpwwwyoutubecomwatchvspnvarohwfeatureplaylistpdaacecaaplaynextfromplindexplaynext,umetnost,1
 filipa glasa najuticajnijih živih kompozitora rođen vičita vorteks sutra izvodi branka parlić sinagogi novom sadu httpwwwyoutubecomwatchvlzcusujkfeatureplaylistpdaacecaaplaynextfromplindexplaynext branka parlić novom sadu izvodi glassworks filipa glasa uspijelo navuče gledanja youtubeu sasvim nevjerovatno obzirom radi savremenoj klasičnoj muzici httpwwwyoutubecomwatchvimbwnivryqfeatureplaylistpdaacecaaplaynextfromplindexplaynext,umetnost,1
httpwwwyoutubecomwatchvbzuxwspck httpwwwyoutubecomwatchvjuagqezwvy,umetnost,1
 stav betovenove simfonije poznat prvi stav muzički bolji izuzetno finale httpwwwyoutubecomwatchvdayuzxdbee,umetnost,2
a sasvim drugačije radi krajnje neobičnoj modernoj kompoziciji a survivor from warsaw arnolda šenberga kompozicija sastoji naracije govor praćene muzikom a tematika vezana holokaust jedini pridjev kojom mogao opisati izuzetno potresno skoro jezivo httpwwwyoutubecomwatchvrgwaisepuq,umetnost,1
httpwwwyoutubecomwatchvhhpqpjwgefeaturerelated,umetnost,2
 jedna kraća kompozicija baha a jako interesantna httpwwwyoutubecomwatchvxvxwuiruxm,umetnost,2
veoma dopao glasveomaobično prvo slušanjeoduševi odbijeovo oduševilopredivno izvođenje a sadpočast maestru httpwwwyoutubecomwatchvbwerjfcprmfeaturerelated maestru httpwwwyoutubecomwatchvtvmzsrvc httpwwwyoutubecomwatchvabqhhevsfeaturerelated iusudiću httpwwwyoutubecomwatchvavmpkirajofeaturerelated,umetnost,1
 spada ovu temuali razoružava httpwwwyoutubecomwatchvcobjirqm,umetnost,1
 bismo razbili predrasudu klasična muzika obično matora fokusirati savremene kompozitore redu estonijski kompozitor arvo pärt rođen izvodi branka parlić skonto zadnje vrijeme izgleda veliko mudo svijetu klasične muzike sinagoga novi juli httpwwwyoutubecomwatchvetnkyzs,umetnost,2
a jedna vrlo friška simfonija arva pärta a komponovana godine simfonija a nosi ime los anđeles prvi put izvedena januara los anđelesu sastoji stava prvi stav prvi dio httpwwwyoutubecomwatchvdyocwjqcae prvi stav drugi dio httpwwwyoutubecomwatchvcirdnafeaturerelated drugi stav čitav httpwwwyoutubecomwatchvhnzaubayyfeaturerelated treći stav čitav httpwwwyoutubecomwatchvttandwtefeaturerelated,umetnost,1
betoven hipotetička simfonija dovršio ju barry cooper betoven namjeru kompnuje simfoniju smrt tome omela brojnih pronađenih fragmenata barry cooper sastavio nosi kontroverzni naziv betovenova simfonija inače kuperova kompozicija potiče prvi dio httpwwwyoutubecomwatchvvdlxiputemfeaturerelated drugi dio httpwwwyoutubecomwatchvqmqesvqchrwfeaturerelated,umetnost,2
 slusam pred spavanje httpwwwyoutubecomwatchvdumqcpcglqfeaturerelated,umetnost,1
httpwwwyoutubecomwatchvrmvrrrbgd httpwwwyoutubecomwatchvodznqykfq kažemnepopravljiva ,umetnost,1
svaka čast van goga slobodno ti stavljaj romantičare prilično tanak pitanju razdoblje a voljan naučiti tj čuti zanimljivih kompozicija tog perioda ja dosad uglavnom fokusirao barok klasicizam poslednje vrijeme novije kompozitore a romanticizam dovoljno istražio iako upravo romanticizam najplodnije razdoblje klasičnoj muzici,umetnost,1
 ti punomada ja muzičkiizobraženaako računaju časovi klavira osnovne muziku biram po trenutnom osećajua ovi postavljeni snimci pašukoje doba slušam uživam zatoevo nečeg oraspoložilobez obzira stiloveperiodeetcviše potkovana tiče likovne umetnosti httpwwwyoutubecomwatchvvqveaihwwck httpwwwyoutubecomwatchvldauxysis ineštokaonovije httpwwwyoutubecomwatchvuxbszdcfeaturerelated,umetnost,2
ma ni ja ni izobražen ni potkovan čisto onako amaterski istražujem klasičnu muziku zainteresovao četiri glavna razdoblja barok klasicizam romantizam moderni period prije baroka srednjovjekovna muzika renesansa tih perioda ostalo muzike preslušao kompozicije baha betovena vivaldija mocarta čajkovskog dvoržaka nekih pretjerano nastojim donekle provaliti muzika razvijala kroz istoriju nastojim izgraditi vlastiti ukus stanju prepoznam stilove pojedinih kompozitora epoha tome slično nivou slušaoca amatera samoj muzičkoj teoriji pojma nemam volio ponešto naučiti dosta vremena a ni potrebno nećeš baviti muzikom tj svirati komponovati samog slušaoca istorijski pregled upoznatost glavnim kompozitorima djelima epohama sasvim dovoljno jedno solidno muzičko obrazovanje istražiš periode barem znati ti najviše leži kakva ti muzika najviše odgovara provališ ti lako uvijek znaš ti kojoj situaciji paše zavisno raspoloženja ja dakle početnik prilično zainteresovan plašim otkrivanja novih stvari vezi klasične muzike,umetnost,1
 lepomada emocije vode po tom pitanjua večito kunem knjigeto mu dođe svojevrsni paradoks sreća odrasla porodici klasika slušala podjednako pink floydela fitzdžerald sajmon gerfankltako strah nepoznatali tema privlačibaš daje slobode razmašemonakood srca ,umetnost,2
httpwwwyoutubecomwatchvmhvwagfeaturechannel httpwwwyoutubecomwatchvlftisxjmgsfeaturerelated samoovaj prevod kvari ugođaj ,umetnost,2
httpwwwyoutubecomwatchvlxlydqi,umetnost,2
toooo tražilaali znala tačan nazivglupača sjajno ,umetnost,2
 stvar ja obozavam pravu svira katolickim crkvama httpwwwyoutubecomwatchvipzrbheio,umetnost,2
 između ostalog katoličkim crkvama jedno najpoznatijih bahovih dijela teško naći nekoga kome sviđa,umetnost,1
httpwwwyoutubecomwatchvqamlcdnclzsfeaturerelated,umetnost,1
httpwwwyoutubecomwatchvoxnpdpdvkfeaturerelated,umetnost,1
httpwwwyoutubecomwatchvtkqdobbew,umetnost,1
httpwwwyoutubecomwatchvngoqukrmfeaturerelated,umetnost,2
httpwwwyoutubecomwatchvhrestysrwfeaturewatchresponse,umetnost,2
 stav simfonije najdinamičnijih stavova betovena uopšte savjet pojačajte daske prepustite moćnoj vrlo moćnoj muzici httpwwwyoutubecomwatchvvlkzvspiu,umetnost,1
httpwwwyoutubecomwatchvscggpqis,umetnost,1
mali osvrt delove početnog posta teme jedna tema klasičnoj muzici okanimo predrasuda klasična muzika snobove izvještačena nerazumljiva dosadna prikladna dan žalosti bla bla bla takvim navedenim predrasudama prilazi muzici teško zaista zavoli takvih intenzivno slušati periodu svog života takve floskule teško potpuno siguran neuporedivo ljudi zavolilo klasičnu muziku pružili šansu a određeni broj neuporedivo sumnjam prelomno mesto ovoj temi potpuno odlučim tiče ovakvih promocija protiv pored gotovo siguran najveći vrhunci muzičkog stvaralaštva postignuti upravo okviru klasične muzike ostalim žanrovima izvrsnih pjesama kompozicija siguran merilo kompleksnost zavisi jednog idioma primera radi džez vrlo složen muzički jezik između ostalih nasleđenih načela prihvatio evoluirao komlpeksne poliritmove zapada afrike melodičnoj muzici zapada evrope strani a tada nekako nedostižni naravno sprečavalo snobove složenu muziku nekih delova afrike etiketiraju primitivnu zašto priuštiti takav luksuz zanemarimo muziku sasvim sigurno spada među najveća muzička dostignuća čovječanstva fastfood vreme često prašta razne dodatne vantelevizijske vidove kultivisanja svesti slušanje dobre muzike time paradoksalno postaje nekakav luksuz naravno klasična muzika vrhunska osrednjih kompozicija loših pale zaborav svim drugim žanrovima ustvari dosta komozicija pale zaborav a jesu insistira mnogih čistih proizvoda sujete egzaltacije kroz sujetu oprosti huljenje recimo paganini uglavnom čuvenije baje smem ni pomenem uhiti modna policija razloga nepopularnosti klasike pušta često tvu radiu ljudi navikli dakle ispran mozak mediji donekle diktiraju ćemo slušati pretpostavljam dosta veze televizijom ostalim masmedijima neprikazivanja pominjanih sadržaja živim brzo hranim lako sindroma,umetnost,2
httpwwwyoutubecomwatchvtqoqoyuplaynextfromtlvideossvbtbydqmdo,umetnost,2
 ponesto zanimljivo svidza tema nepoznate cu tek preslusam natenane mojih sarenih predloga slusanje pocetak rusi poletni korsakov stav seherezade httpwwwyoutubecomwatchvhtvottxrjm fantasticni rahmanjinov koncert br cmolu httpwwwyoutubecomwatchvudwgmxrnqfeaturerelated najbolja savremena kompozicija a uopste sostakovicev koncert br fduru niposto slusati depresivnom raspolozenju httpwwwyoutubecomwatchvjlmhjojwhkfeaturerelated,umetnost,2
eh rus ovog puta prokofjev montagi kapuleti slusati nadalje httpwwwyoutubecomwatchvrfqcovdf,umetnost,1
httpwwwyoutubecomwatchvbnwpzykvu,umetnost,2
 fortuna znaju šteta odslušati celu karmina buranu jednom fortuna httpwwwyoutubecomwatchvbkgcuegezv fortune plango vulnera httpwwwyoutubecomwatchvbkwuexqbefeaturerelated a dalje idite jutjub puštajte po brojevima ,umetnost,2
 vi hendla httpwwwyoutubecomwatchvyvpvasyk httpwwwyoutubecomwatchvjzxvcgvzga,umetnost,1
satie gnossienne no httpwwwyoutubecomwatchvzsfvmfmae ja hteo kacim ponesto carmine burane vrlo los izbor uostalom celom youtubeu,umetnost,1
uh moram jedna najtuznijih kompozicija ases death peer gynta grieg httpwwwyoutubecomwatchveizssxkigcfeaturerelated,umetnost,2
httpwwwyoutubecomwatchvlkbhbhlezmfeaturerelated httpwwwyoutubecomwatchvpnmdaefeaturerelated okrepljenja uši dušu,umetnost,2
 opera druga tema slabo proslo tema dosad tricave strane najlepsih arija libretom radi kompletnijeg dozivljaja httpwwwyoutubecomwatchvrioashxq e lucevan le stelle ed olezzava la terra stridea luscio dellorto ed un passo sfiorava larena entrava ella fragrante cadea tra le braccia dolci baci languide carezze mentrio fremente le belle forme disciogliea dai veli svanì per sempre il sogno mio damore lora è fuggita e muoio disperato e non ho amato mai tanto la vita httpwwwyoutubecomwatchvaqsggkoglofeaturerelated poveri fiori gemme di prati pur ieri nati oggi morenti quai giuramenti dinfido cor lultimo bacio il bacio primo ecco vimprimo soave e forte bacio di morte bacio damor tutto è finito col vostro olezzo muoia il disprezzo con vio dun giorno senza ritorno cessi lerror tutto è finito,umetnost,2
httpwwwyoutubecomwatchvfpzdpppqxm,umetnost,1
noć golom brdu musorgski video diznijeve fantazije redovno tripovao klinac httpwwwyoutubecomwatchvnvhaaxmjdpc,umetnost,1
 kompozicija najvise svidja preporucujem svakome cuje httpwwwyoutubecomwatchvoqsulrfymg,umetnost,1
httpwwwyoutubecomwatchvrgjbqzgfeaturerelated razveselilo ,umetnost,2
 cemo veselo httpwwwyoutubecomwatchvevkfjtb,umetnost,2
httpwwwyoutubecomwatchvwiglwex httpwwwyoutubecomwatchvpxvgzlukoofeaturerelated veselo ožeži ,umetnost,2
httpwwwyoutubecomwatchvyonqebarcm,umetnost,2
httpwwwyoutubecomwatchvngdfhjxciaq,umetnost,1
httpwwwyoutubecomwatchvbotkjbkoi,umetnost,2
httpwwwyoutubecomwatchvbqvccxwizcfeaturerelated,umetnost,2
httpwwwyoutubecomwatchvptihbcurqfeaturerelated,umetnost,2
