"post","tema"
"Нисам љубитељ Pixar студија, али два филма која су ми готивна, и нешто су више од обичне клише приче и, истина, врхунске анимације:
Ratatouille - http://www.imdb.com/title/tt0382932/
WALL·E - http://www.imdb.com/title/tt0910970/

Up има ок почетак, али ми се остатак филма не допада...","umetnost"
"@kostja
Kako bre nisi, prave ubedljivo najjace crtane. :)
Dobro me podseti da pogledam jos ova dva. Za Up se slazem.. Toy Story su vrh isto..
Predlozi jos neki dobar.","umetnost"
"Kosa,Kum,Bilo jednom u Americi i naravno nasi filmovi Mala i ovaj nov Sisanje,pogledajte ga,uopste nije los...","umetnost"
"Doa,ako voliš crne komedij,pod hitno da gledaš ""The men who stare at goats"".
Potpuno iščašen film.","umetnost"
"Hoodlum preporucujem toplo, onaj iz 97'me
Laurence Fishburne, Tim Roth, Andy Garcia kus dalje :) 

EDIT: Vidim spominju se filmovi velikog velikog Lija, mozda jedini film koji mi je ostavio dobar utisak kao njegovi filmovi je Ong Bak, ima 3 dela ja mislim stvarno se frajer bije, malo je nerealnije ali film jebe kevu.","umetnost"
"ColdFire, чуо сам солидне препоруке за How to Train Your Dragon, сад га стављам да скида па да проверим.... http://www.imdb.com/title/tt0892769/ (Ал мислим да то није Pixar-ов филм)

The Fighter - http://www.imdb.com/title/tt0964517/ ок филм...Christian Bale јебе кеву како је добро одиграо лик бившег боксера, зависника који ''помаже'' и ''тренира'' брата...

Едит: Toy Story 3 је свакако бољи од двојке...добар скоро колико и кец :)","umetnost"
"http://www.imdb.com/title/tt0978762/ dobar crtac...istinita prica...
pogledati trejler","umetnost"
"+1 за Мери енд Макс, најбољи цртаћ који сам гледао. :)","umetnost"
"musssashe оволико хвала за препоруку! прејебен цртаћ! :)
God gave us relatives...Thank God we can choose our friends.","umetnost"
"Film se zove Najbolji (1989) i naš je film, odnosno SFRJ film. Njanjavo se završava, ali je dobar.

Sto posto ste ga gledali, ali za one koji nisu: Najbolji iz klase na vojnoj akademiji, inače Beograđanin, zapuca u Trebinje da radi posle akademije, u tamošnjoj kasarni. Jebi ga, da sam išo u vojsku možda bi mi film i bio zanimljiviji... :)","umetnost"
"@musssashe Hvala do neba ! Ovo je jedan od retkih filmova posle kojih se osecam kao da sam procitao knjigu.
""Not much has happened since I last wrote except for my manslaughter charges, lotto win, and Ivy's death."" 
""When I was young, I invented an invisible friend called Mr Ravioli. My psychiatrist says I don't need him anymore, so he just sits in the corner and reads.""","umetnost"
"Монтевидео, бог те видео...малопре погледао, филм је (ако узмемо данашње стање филма у нас) одличан....препоручујем...","umetnost"
"vauuu kakva je fimčina ovaj The King's speech :')","umetnost"
"Amores perros.. Filmcina bre !!","umetnost"
"http://www.imdb.com/title/tt1542344/ - 127 Hours

Fali mu dosta toga da bude dobar film, ali je onako, zanimljiv...ima gotivnu priču, ali ne baš srećno odrađenu...","umetnost"
"Topla preporuka, Black Snake Moan. Justin Timberlake malo upropastava film, ali ga Samuel L Jackson vadi.","umetnost"
"Buried, dobar film.
Exam, i ovaj mi se svideo.","umetnost"
"""The Avengers"" 2012... Šta mislite oće biti nekog kurca od njega?
Evo i iMDb informacija
http://www.imdb.com/title/tt0848228/","umetnost"
"the mechanick 2011","umetnost"
"12 angry men (1957) http://www.imdb.com/title/tt0050083/
ikiru (1952) http://www.imdb.com/title/tt0044741/

Pogledajte kada budete imali vremena necete se pokajati","umetnost"
"Туриста - глумци су жвака, радња практично не постоји. Гледати смо у случају патње од нејебице, глуми матора Анђа.

Инглоријус Баестрдс - јако добар ''смрт фашизму'' тајп филмчић (двоипосатни, додуше), није за оне са слабијим стомаком. Тарантино је режирао, ето због чега.","umetnost"
"The Hurt Locker, dobar, dajem mu 9/10, gluma je vr'.","umetnost"
"Када сам био мали гледао сам један филм.Не знам како се зове али радња иде овако.
Вијетнам.Американци се повлаче и чекају хеликоптер да их покупи.Под тешком су ватром.Хеликоптер стиже , сви се укрцавају само један лик успева једном руком да се држи за хеликоптер и виси у ваздуху.Његов најбољи друг га држи и покупаша да га подигне.И ПЉАС , овог што је висио стрефи метак у главу.Касније иде сцена где је овај што је попио метак у главу жив , али му је мозак нешто сјебан и остао је на нивоу детета предшколског узраста и да мора све из почетка да учи , понаша се као мало дете из вртића.Али он је громада од човека , јак ко бик а понаша се ко доброћудно детенце.Његов ортак или брат , не сечам се , одлучује да се брине о њему.Учи га шта је коцка , курац палац.Повремено се и рву о овај га пуста да победи.Некако се овај баја побио са некима и побацао их и неки лик га контактира да се бори у кавезу ,овај неће.Лик који га је питао за кавез некако првовали да је овај сјебани у главу већи од његовог чувара , и пита га да ли зна да се бори , овај каже да , и да побеђује зрелијег ортака.Пошто је овај менаџер био толико глупи и није видео да је овај сјебан , отме га и намести му фајт у кавезу.Он наиван пружио руку противнуку и смеши му се , а овај га распали посред на кварњака ,овај као ""шта се удараш то није лепо"" , и убије га.Онда је требало опет да се бори али ортак га налази и улеће у ринг уместо њега, поеђује.Даље се не сећам.
Ето ,из овога што сам запамтио може ли неко да ми да име филма ,па да га одгледам опет, после неких 10 -15 година....","umetnost"
"Хвала на ничему , нашо сам га сам!
http://www.imdb.com/title/tt0097003/plotsummary","umetnost"
"Јел гледао још неко овај филм, лудачки је скроз, а и као да не буде са оваквом екипом:
http://www.imdb.com/title/tt0102558/","umetnost"
"4.2 zasto tako","umetnost"
"Филм јесте срање али је јако забаван, а то је и поента, јебеш филозофирање...
:)))","umetnost"
"Гледао сам га ја пре сто година, сећам се да је био на Пинку. :)","umetnost"
"http://www.imdb.com/title/tt0795351/","umetnost"
"Danas sam gledala jedan film koji me je baš pomerio iz temelja:
http://www.imdb.com/title/tt0756683/
Preporučujem, kao što je i meni bio preporučen.","umetnost"
"127 sati-nije los treba ga pogledati","umetnost"
"Да ли још неко сем мене мисли да је сцена из 13-тог ратника, када се одиграва коначна борба и када Buliwyf херојски погине , једна од највећих ода части , јунаштву и витештву?
Buliwyf  доминира каква је величина од човека.","umetnost"
"Bulvaj je carčilo. Žrtvuje se čo'ek za druge. Svjesno u smrt, zarad ispunjenja svog zavjeta. Car.","umetnost"
"ovaj ""The Mechanic"" nije los... i pogledajte ""Red""... za one koji vole romanticne filmove, pogledajte ""Life As We Know It""... ( inace freak sto se tice filmova ) :))","umetnost"
"Волим тај филм, свака сцена је супер, а та нарочито...
Синоћ сам мало погледао Римејк ""Ноћи вештица"". Баш је крш, боље да су искористили кинту да направе неки обичан хорор, лакше би било за гледање. Чак је и музичка тема доста изгубила на језовитости...
Један је оригинал.
http://upload.wikimedia.org/wikipedia/en/8/87/Halloween_cover.jpg","umetnost"
"Бејах на Фесту јучер, гледао ""Видео сам ћавола"". Азијатски торчр трилер са литрима крви у подне, до јаја начин да се започне дан. Филм је корејски, подсећа мало на Олдбоја, чак и глуми исти лик, само што је онако, Дејан Цукић. Покоја добра сцена и фин крај, ал је сам филм тематски излизан, а изведбенски просечан.","umetnost"
"""Lucky Number Slevin""   jedan od najboljih filmova koje sam gleedao :) 
Inače najbolji glumac Christian Bale, i Heath Ledger naravno nekada :)","umetnost"
"http://www.impawards.com/2007/posters/fracture_ver4.jpg                 

savrsen :)","umetnost"
"http://blogs.guardian.co.uk/music/billandted460.jpg
СТЕЈШН!","umetnost"
